date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:47:36	19055/19055	---M--	200	added ('OK')	image/jpeg	etag:%224a6f-5a5aef6c8c512%22	https://www.globalnexus.biz/wp-content/uploads/2019/08/WhatsApp-Image.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/wp-content/uploads/2019/08/WhatsApp-Image.jpg	(from https://www.globalnexus.biz/)
20:47:36	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2006%20Aug%202020%2015:16:58%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://www.globalnexus.biz/wp-content/uploads/2018/04/services-3.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/www.globalnexus.biz/wp-content/uploads/2018/04/services-3.jpg	(from https://www.globalnexus.biz/)
20:47:37	28654/28654	---MCZ	200	added ('OK')	text/html	etag:%225c1b9c1357380a77ab9ba061f3127efc%22	https://www.globalnexus.biz/services/government-project/	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/services/government-project/index.html	(from https://www.globalnexus.biz/)
20:47:37	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2006%20Aug%202020%2015:16:59%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://www.globalnexus.biz/wp-content/uploads/2018/04/services-3.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/www.globalnexus.biz/wp-content/uploads/2018/04/services-3.jpg	(from https://www.globalnexus.biz/)
20:47:37	0/0	---MCZ	302	error ('Found')	text/html	date:Thu,%2006%20Aug%202020%2015:16:59%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://www.globalnexus.biz/wp-content/uploads/2019/11/homepage-photo.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/www.globalnexus.biz/wp-content/uploads/2019/11/homepage-photo.jpg	(from https://www.globalnexus.biz/)
20:47:37	28047/28047	---M--	200	added ('OK')	image/jpeg	etag:%226d8f-5a58652a94e8c%22	https://www.globalnexus.biz/wp-content/uploads/2018/04/services-3.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/wp-content/uploads/2018/04/services-3.jpg	(from https://www.globalnexus.biz/)
20:47:38	16601/16601	---M--	200	added ('OK')	image/jpeg	etag:%2240d9-5a5862c51e90c%22	https://www.globalnexus.biz/wp-content/uploads/2019/11/homepage-photo.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/wp-content/uploads/2019/11/homepage-photo.jpg	(from https://www.globalnexus.biz/)
20:47:38	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2006%20Aug%202020%2015:17:00%20GMT	https://cdn.shortpixel.ai/client/q_lqip,ret_wait/https://www.globalnexus.biz/wp-content/uploads/2019/11/homepage-photo.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/cdn.shortpixel.ai/client/q_lqip,ret_wait/https_/www.globalnexus.biz/wp-content/uploads/2019/11/homepage-photo.jpg	(from https://www.globalnexus.biz/)
20:47:38	0/0	---M-Z	302	error ('Found')	text/html	date:Thu,%2006%20Aug%202020%2015:17:00%20GMT	https://cdn.shortpixel.ai/client/q_glossy,ret_img/https://www.globalnexus.biz/wp-content/uploads/2019/08/c0edb1a025c0a14edf14b45444fcbaa9.jpg	C:/Users/Deep%20Zatakiya/Desktop/Deep/cdn.shortpixel.ai/client/q_glossy,ret_img/https_/www.globalnexus.biz/wp-content/uploads/2019/08/c0edb1a025c0a14edf14b45444fcbaa9.jpg	(from https://www.globalnexus.biz/)
20:47:38	29230/29230	---MCZ	200	added ('OK')	text/html	etag:%221cf201209602f6bdb318a70ded7fc932%22	https://www.globalnexus.biz/services/conferences-seminars/	C:/Users/Deep%20Zatakiya/Desktop/Deep/www.globalnexus.biz/services/conferences-seminars/index.html	(from https://www.globalnexus.biz/)
